movieId,title,genres,year,tmdb_id,overview,keywords,cast,director,release_date,runtime,tmdb_rating,poster_path,backdrop_path,metadata_status
11,"American President, The (1995)",Comedy|Drama|Romance,1995.0,9087.0,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",new love|usa president|the white house|holiday|global warming|press|fossil fuel|dating|class differences|widower|wildlife conservation|lobbyist|father daughter relationship|widower with daughter|romantic,Michael Douglas|Annette Bening|Martin Sheen|Michael J. Fox|Anna Deavere Smith|Samantha Mathis|Shawna Waldron|David Paymer|Anne Haney|Richard Dreyfuss,Rob Reiner,1995-11-17,113.0,6.5,/hudVVQa0jCspRPYGLJwUVsteKsk.jpg,/hMc2fw8J56H6u4VRWHwLfeXnUCU.jpg,success
12,Dracula: Dead and Loving It (1995),Comedy|Horror,1995.0,12110.0,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count.",vampire|satire|spoof|dracula,Leslie Nielsen|Mel Brooks|Amy Yasbeck|Peter MacNicol|Lysette Anthony|Harvey Korman|Steven Weber|Mark Blankfield|Megan Cavanagh|Gregg Binkley,Mel Brooks,1995-12-22,88.0,6.068,/5QmMhHdKpJ2eQp5i8NqopzGbw9r.jpg,/uyqK9lqHmP4aYtu7DaK9HhIcfea.jpg,success
13,Balto (1995),Adventure|Animation|Children,1995.0,21032.0,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",wolf|pet|cartoon|villain|dog-sledding race|alaska|dog|goose|bear attack|dog sled|cartoon wolf|pets|cartoon animal,Kevin Bacon|Bob Hoskins|Bridget Fonda|Jim Cummings|Phil Collins|Juliette Brewer|Jack Angel|Danny Mann|Robbie Rist|Sandra Dickinson,Simon Wells,1995-12-22,78.0,7.338,/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg,/hljMglukfpnfaNmUgMuORmL4OVW.jpg,success
14,Nixon (1995),Drama,1995.0,10858.0,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.,"usa president|washington dc, usa|government|presidential election|1970s|watergate scandal|biography|historical figure|richard nixon|1960s|ambiguous|disapproving|disdainful|disheartening|earnest|empathetic|frustrated",Anthony Hopkins|Joan Allen|Powers Boothe|Ed Harris|Bob Hoskins|E.G. Marshall|David Paymer|David Hyde Pierce|Paul Sorvino|Mary Steenburgen,Oliver Stone,1995-12-22,192.0,6.818,/cz2MTGr2wpDZLirgV2rGHBdA2t3.jpg,/zAaFQHZV23SJgSwRBvW5PeD219H.jpg,success
15,Cutthroat Island (1995),Action|Adventure|Romance,1995.0,1408.0,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",ship|treasure|exotic island|island|map|scalp|treasure map|sword fight|betrayal|pirate|heroine|swashbuckler|adventurer|pirate ship|17th century,Geena Davis|Matthew Modine|Frank Langella|Maury Chaykin|Patrick Malahide|Stan Shaw|Rex Linn|Paul Dillon|Christopher Masterson|Jimmie F. Skaggs,Renny Harlin,1995-12-22,124.0,5.803,/hYdeBZ4BFXivdouxLfQGWNE6zRx.jpg,/hHoIQVAmTg4RM7PPNhNvMlJk3mg.jpg,success
16,Casino (1995),Crime|Drama,1995.0,524.0,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",drug abuse|casino|based on novel or book|poker|italian american|gambling|1970s|fbi|pimp|greed|cocaine|overdose|marriage|melancholy|car bomb|rise and fall|money|murder|organized crime|mafia|jewish american|las vegas|desert|control freak|safe deposit box|1980s|dysfunctional relationship|dramatic|suspenseful|brutal violence|fbi surveillance|trust & betrayal,Robert De Niro|Sharon Stone|Joe Pesci|James Woods|Don Rickles|Alan King|Kevin Pollak|L.Q. Jones|Dick Smothers|Frank Vincent,Martin Scorsese,1995-11-22,179.0,7.999,/gziIkUSnYuj9ChCi8qOu2ZunpSC.jpg,/iZGiMD0p1M2AOmzKknFo5bkuz94.jpg,success
17,Sense and Sensibility (1995),Drama|Romance,1995.0,4584.0,"The Dashwood sisters, sensible Elinor and passionate Marianne, learn that their prospects of marriage seem doomed by their family's sudden loss of fortune. After Henry Dashwood dies unexpectedly, his estate must pass on by law to his son. These circumstances leave Mr. Dashwood's wife and daughters without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.","secret love|london, england|countryside|based on novel or book|widow|military officer|servant|country life|pneumonia|inheritance|period drama|rainstorm|decorum|horse carriage|young love|dowry|social class|19th century|penniless|social elite|bloodletting|free spirited|sussex|sisters love|marry for money|secret engagement|devonshire, england",Emma Thompson|Kate Winslet|Alan Rickman|Hugh Grant|Gemma Jones|Greg Wise|Elizabeth Spriggs|Imogen Stubbs|Harriet Walter|James Fleet,Ang Lee,1995-12-13,136.0,7.416,/9YdQ73YmvInxpXZVNjEKePw9tRO.jpg,/cFnyfWHL6HjOOVal6lp8e5gqibK.jpg,success
18,Four Rooms (1995),Comedy,1995.0,5.0,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,"hotel|new year's eve|witch|bet|sperm|hotel room|anthology|los angeles, california|hoodlum|multiple storylines|woman director",Tim Roth|Jennifer Beals|David Proval|Ione Skye|Madonna|Antonio Banderas|Quentin Tarantino|Paul Calderon|Bruce Willis|Lana McKissack,Robert Rodriguez|Alexandre Rockwell|Allison Anders|Quentin Tarantino,1995-12-09,98.0,5.918,/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,/c1BaOxC8bo5ACFYkYYxL0bBWRaq.jpg,success
19,Ace Ventura: When Nature Calls (1995),Comedy,1995.0,9273.0,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",kidnapping|africa|indigenous|human animal relationship|bat|stupidity|sequel|slapstick comedy|animals|pets,Jim Carrey|Ian McNeice|Simon Callow|Maynard Eziashi|Bob Gunton|Sophie Okonedo|Tommy Davidson|Adewale Akinnuoye-Agbaje|Danny Daniels|Sam Phillips,Steve Oedekerk,1995-11-10,90.0,6.345,/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,/h5Y9T4OoFpMrONhVBZvN2X2DfAB.jpg,success
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,11517.0,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",new york city|sibling relationship|subway|new york subway|train robbery,Wesley Snipes|Woody Harrelson|Jennifer Lopez|Robert Blake|Chris Cooper|Joe Grifasi|Scott Sowers|Skipp Sudduth|Aida Turturro|Vincent Pastore,Joseph Ruben,1995-11-21,110.0,5.869,/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,/5yOey9XDiwxikXgj5KDtP3mzpra.jpg,success
21,Get Shorty (1995),Comedy|Crime|Thriller,1995.0,8012.0,"Chili Palmer is a Miami mobster who gets sent to L.A. to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","based on novel or book|miami, florida|gambling|gangster|money|murder|travel|mobster|mafia|business|debt|hollywood|drugs|producer|con",John Travolta|Gene Hackman|Rene Russo|Danny DeVito|Dennis Farina|Delroy Lindo|James Gandolfini|Jon Gries|Renee Props|David Paymer,Barry Sonnenfeld,1995-10-20,105.0,6.499,/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,/wiZT8DVmAZNwmqd8G3QjWZ1mpLB.jpg,success
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,1995.0,1710.0,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,police brutality|psychology|police operation|police protection|psychologist|serial killer|cowardliness,Sigourney Weaver|Holly Hunter|Dermot Mulroney|William McNamara|Harry Connick Jr.|J.E. Freeman|Will Patton|John Rothman|Shannon O'Hurley|Bob Greene,Jon Amiel,1995-10-27,124.0,6.479,/oMgwJb016znNZcpDR20eXxZoW8A.jpg,/f0wTYitK1lELuGygXslG7SQpY0E.jpg,success
23,Assassins (1995),Action|Crime|Thriller,1995.0,9691.0,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","rescue|central intelligence agency (cia)|hitman|cat|bank|mexican standoff|seattle, washington|mission of murder|hidden camera|rivalry|shootout|police chase|sniper rifle|detroit, michigan|silencer|double cross|caribbean sea",Sylvester Stallone|Antonio Banderas|Julianne Moore|Anatoli Davydov|Muse Watson|Steve Kahan|Kelly Rowan|Reed Diamond|Kai Wulff|Kerry Skalsky,Richard Donner,1995-10-06,132.0,6.5,/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,/sYpmWBe1IO7Fxthtw3UmlzQEylK.jpg,success
24,Powder (1995),Drama|Sci-Fi,1995.0,12665.0,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",teenage boy|held at gunpoint|teacher student relationship|albino|fainting|christ allegory|psionic power|healing power|flickering light|extrasensory perception|pale|powerful,Mary Steenburgen|Sean Patrick Flanery|Lance Henriksen|Jeff Goldblum|Brandon Smith|Bradford Tatum|Susan Tyrrell|Missy Crider|Ray Wise|Esteban Powell,Victor Salva,1995-10-27,112.0,7.066,/zwVmkbrRdbNceK4drB0imFszGxl.jpg,/gAeFtnwgF4asNVbmrudWMHOilWj.jpg,success
25,Leaving Las Vegas (1995),Drama|Romance,1995.0,451.0,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","hotel room|dying and death|individual|prostitute|lovesickness|rage and hate|casino|unsociability|alcohol|love at first sight|movie business|screenwriter|alcoholism|los angeles, california|las vegas|alcohol abuse|dark romance|dramatic|depressing|tragic",Nicolas Cage|Elisabeth Shue|Julian Sands|Richard Lewis|Steven Weber|Kim Adams|Emily Procter|Stuart Regen|Valeria Golino|Graham Beckel,Mike Figgis,1995-10-27,111.0,7.247,/wIfP6uLXD9Ptu68SyRx8WuSNNSK.jpg,/ckTh7Ej33m9O4eiKDQ1u91Opd9N.jpg,success
26,Othello (1995),Drama,1995.0,16420.0,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,jealousy|based on play or musical|friends|the moors (people),Laurence Fishburne|Irène Jacob|Kenneth Branagh|Nathaniel Parker|Michael Maloney|Anna Patrick|Nicholas Farrell|Indra Ové|Michael Sheen|John Savident,Oliver Parker,1995-12-15,123.0,6.359,/kyevuYzW36wKadiE8lftLac5VwQ.jpg,/7SqIfSVW3xKTk07FbUm4LrhOOeL.jpg,success
27,Now and Then (1995),Children|Drama,1995.0,9263.0,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",1970s|female friendship|coming of age|gynecologist|photocopier|truth or dare|woman director,Christina Ricci|Rosie O'Donnell|Thora Birch|Melanie Griffith|Gaby Hoffmann|Demi Moore|Ashleigh Aston Moore|Rita Wilson|Devon Sawa|Walter Sparrow,Lesli Linka Glatter,1995-10-20,102.0,6.883,/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,/ic529Vlnxmp2ArVSYr5vBLoNFEK.jpg,success
28,Persuasion (1995),Drama|Romance,1995.0,17015.0,"In early 19th-century England, dire financial straits reacquaint the aristocratic Anne Elliot with her wealthy ex-fiance Frederick Wentworth. The two must choose between either putting the past behind them or listening to their hearts.",marriage proposal|strong woman|based on novel or book|love triangle|marriage|unrequited love|family in peril|old flame|admiral|bankruptcy|marriage broker|lovers reunited|lovers reunion|betrothal|rejected suitor,Amanda Root|Ciarán Hinds|Susan Fleetwood|Corin Redgrave|Fiona Shaw|John Woodvine|Phoebe Nicholls|Samuel West|Sophie Thompson|Simon Russell Beale,Roger Michell,1995-05-01,107.0,7.212,/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,/evCHYeumw4Y4hikG4AG9o5yZXUW.jpg,success
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,902.0,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",rescue|friendship|island|dreams|clone|dystopia|eye|aging|steampunk|childhood|child kidnapping|flea|somber|doubtful|ominous,Ron Perlman|Dominique Pinon|Judith Vittet|Daniel Emilfork|Jean-Claude Dreyfus|Geneviève Brunet|Odile Mallet|Mireille Mossé|Serge Merlin|Rufus,Jean-Pierre Jeunet|Marc Caro,1995-05-17,112.0,7.25,/zwTqStZ0wCDoi5hD1wZjJjUKtFq.jpg,/yDjsUoEANHggKFabkAyTu3Y9j4N.jpg,success
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,1995.0,37557.0,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.","shanghai, china|chinese mafia|coming of age|mistress|criminal underworld|drug lord|triad|modern china|nightclub singer|1930s|cabaret singer|chinese triad",Gong Li|Li Baotian|Sun Chun|Li Xuejian|Liu Jiang|Fu Biao|Chen Shu|Wang Xiaoxiao|Jiang Baoying|Ngai Tsang-Siu,Zhang Yimou,1995-09-14,108.0,6.769,/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,/gHG1OogmvDJldyi1tjqncjoblKV.jpg,success
31,Dangerous Minds (1995),Drama,1995.0,9909.0,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",high school|california|rap music|karate|naval officer|teacher|based on memoir or autobiography|amusement park|schoolteacher,Michelle Pfeiffer|George Dzundza|Courtney B. Vance|Robin Bartlett|Beatrice Winde|John Neville|Lorraine Toussaint|Renoly Santiago|Wade Dominguez|Bruklin Harris,John N. Smith,1995-08-11,99.0,6.986,/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,/yK5vziICSiW6uHLltNqkZ1TXhNx.jpg,success
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,,,,,,,,,,,not_found
33,Wings of Courage (1995),Adventure|Romance|IMAX,1995.0,78802.0,"In 1930 South America, a small group of French pilots struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight, he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.",,Craig Sheffer|Elizabeth McGovern|Tom Hulce|Ken Pogue|Ron Sauvé|Val Kilmer|Freddy Andreiuci|Molly Parker,Jean-Jacques Annaud,1995-06-16,40.0,6.729,/zoxqNb6v55C35DDqNn03Grzhzgr.jpg,/26cC4TayVw21cUuwSp1rbDsix3l.jpg,success
34,Babe (1995),Children|Drama,1995.0,9598.0,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",farm|sheep|pig|alarm clock|cat|duck|heroism|affection|piglet|anthropomorphism|based on children's book|dog|separation|animals|farmer|grandson|sheepdog|talking pig|christmas,Christine Cavanaugh|Miriam Margolyes|Danny Mann|Hugo Weaving|Miriam Flynn|James Cromwell|Magda Szubanski|Russi Taylor|Roscoe Lee Browne|Evelyn Krape,Chris Noonan,1995-07-18,92.0,6.294,/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,/agkZziO4ZPAsVfKUrJD68lys08P.jpg,success
35,Carrington (1995),Drama|Romance,1995.0,47018.0,"Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.",england|painter|conscientious objector|soldier|polyamory,Emma Thompson|Jonathan Pryce|Steven Waddington|Samuel West|Rufus Sewell|Penelope Wilton|Janet McTeer|Jeremy Northam|Alex Kingston|Richard Clifford,Christopher Hampton,1995-05-25,121.0,6.174,/8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg,/1a1QU6pD3MzrjrPXhBctuPm3oCl.jpg,success
36,Dead Man Walking (1995),Crime|Drama,1995.0,687.0,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,prison|death penalty|right and justice|rape|rage and hate|unsociability|court case|court|nun|penalty|therapist|sentence|forgiveness|self-discovery|despair|prison cell|socially deprived family|death row|doomed man|death sentence|lethal injection|charity|mercy petition|cowardliness|catholic|angry|dreary|incredulous|depressing|bitter|callous|horrified,Susan Sarandon|Sean Penn|Robert Prosky|Raymond J. Barry|R. Lee Ermey|Celia Weston|Lois Smith|Scott Wilson|Roberta Maxwell|Margo Martindale,Tim Robbins,1995-12-29,122.0,7.309,/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,/gwRWQeHfPuA8mg73kydQsM8rdXq.jpg,success
39,Clueless (1995),Comedy|Romance,1995.0,9603.0,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",puberty|high school|based on novel or book|make a match|spoiled child|coming of age|matchmaking|conflict|wedding|high school friends|makeover|woman director|popular girl|matchmaker|gay theme|match making|cheerful,Alicia Silverstone|Stacey Dash|Brittany Murphy|Paul Rudd|Donald Faison|Elisa Donovan|Breckin Meyer|Jeremy Sisto|Dan Hedaya|Aida Linares,Amy Heckerling,1995-07-19,97.0,7.246,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,/65d0MccsiRSPTVicregKQL8owoo.jpg,success
40,"Cry, the Beloved Country (1995)",Drama,1995.0,34615.0,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,based on novel or book|south africa|apartheid|priest|1940s|race relations,Richard Harris|James Earl Jones|Charles S. Dutton|Vusi Kunene|Tsholofelo Wechoemang|Dolly Rathebe|Jack Robinson|Ramalao Makhene|Jennifer Steyn|Ian Roberts,Darrell James Roodt,1995-12-15,106.0,6.8,/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,/i1b7potegowFC5g11Bs4kdqOVDE.jpg,success
